#Geograhical area index
#1 US + Canada
#2 Mexico + Central Am. + Carabien
#3 South Am
#4 Australia, New Zealand
#5 Asia
#6 Africa
#7 Mid-east
#8 Western Europe
#9 Former Soviet Block
#10 other or unknown
#11 European Union
#12 Pacific Islands
#
%Title
Test Data Number One
%Format
%Header
Country,Exports,Trade Balance,Year,Population,Geographical Area
%Data
Costa Rica,149810,-4290,1991,3152921,2
Costa Rica,173910,-34110,1992,3230349,2
Costa Rica,186680,-53790,1993,3308975,2
Costa Rica,212200,-27090,1994,3390208,2
Costa Rica,348180,-26655,1995,3474897,2
Costa Rica,377411,-22891,1996,3563419,2
Costa Rica,422062,-35742,1997,3654997,2
Costa Rica,553833,-16545,1998,3747907,2
Costa Rica,657642,105121,1999,3839769,2
Costa Rica,581336,45229,2000,3928797,2
Costa Rica,492317,-7447,2001,4014435,2
Costa Rica,526992,-59259,2002,4096943,2
Costa Rica,616298,-31297,2003,4176372,2
Costa Rica,636969,-56392,2004,4253037,2
Costa Rica,709956,-102646,2005,4327228,2
Costa Rica,806750,-139953,2006,4398770,2
Cote d'Ivoire,318736,70544,1986,10959120,6
Cote d'Ivoire,294972,26918,1987,11414753,6
Cote d'Ivoire,269130,13530,1988,11871060,6
Cote d'Ivoire,269680,17523,1989,12326642,6
Cote d'Ivoire,291261,5803,1990,12780257,6
Cote d'Ivoire,270500,14391,1991,13229661,6
Cote d'Ivoire,294682,16676,1992,13673647,6
Cote d'Ivoire,251869,9252,1993,14113259,6
Cote d'Ivoire,289587,78574,1994,14550429,6
Cote d'Ivoire,380588,53070,1995,14985878,6
Cote d'Ivoire,444607,94907,1996,15421763,6
Cote d'Ivoire,445115,89382,1997,15855751,6
Cote d'Ivoire,460640,81043,1998,16278896,6
Cote d'Ivoire,466152,102295,1999,16679234,6
Cote d'Ivoire,388800,74166,2000,17049189,6
Cote d'Ivoire,394594,83476,2001,17384828,6
Cote d'Ivoire,527484,185994,2002,17691452,6
Cote d'Ivoire,578768,144061,2003,17982164,6
Cote d'Ivoire,691933,135802,2004,18275382,6
Cote d'Ivoire,769737,115521,2005,18584701,6
Cote d'Ivoire,819082,175314,2006,18914474,6
Croatia,391040,41690,1993,4630465,9
Croatia,440280,19190,1994,4659891,9
Croatia,451730,-236520,1995,4669002,9
Croatia,467750,-200180,1996,4653654,9
Croatia,402110,-367230,1997,4618080,9
Croatia,458060,-200950,1998,4572468,9
Croatia,439473,-167230,1999,4531487,9
Croatia,456715,-95391,2000,4505558,9
Croatia,475926,-116603,2001,4498193,9
Croatia,500389,-248026,2002,4505689,9
Croatia,630798,-232100,2003,4522480,9
Croatia,820990,-254262,2004,4539878,9
Croatia,895519,-282543,2005,4551490,9
Croatia,1060620,-324503,2006,4556020,9
Cyprus,50275,-6157,1986,654142,8
Cyprus,61962,-5218,1987,660361,8
Cyprus,70912,-15837,1988,666409,8
Cyprus,79535,-31054,1989,672988,8
Cyprus,95158,-22311,1990,680595,8
Cyprus,95170,-47370,1991,689327,8
Cyprus,98587,-67780,1992,698966,8
Cyprus,86770,6332,1993,709320,8
Cyprus,96751,4916,1994,720084,8
Cyprus,122873,-2056,1995,731016,8
Cyprus,139242,-28072,1996,742069,8
Cyprus,124577,-16784,1997,753253,8
Cyprus,106464,-32859,1998,764444,8
Cyprus,100028,7809,1999,775508,8
Cyprus,95092,-12291,2000,786339,8
Cyprus,97522,14813,2001,796883,8
Cyprus,85175,-9494,2002,807132,8
Cyprus,92498,-4775,2003,817095,8
Cyprus,117346,-45778,2004,826812,8
Cyprus,154485,-45303,2005,836321,8
Cyprus,141666,-74562,2006,845605,8
Czech Republic,1423130,49563,1993,10314810,9
Czech Republic,1596400,-92574,1994,10315301,9
Czech Republic,2147680,-184175,1995,10309741,9
Czech Republic,2195030,-378921,1996,10297087,9
Czech Republic,2231860,-319572,1997,10278600,9
Czech Republic,2588550,-73137,1998,10257130,9
Czech Republic,2625890,-70363,1999,10236754,9
Czech Republic,2901930,-169200,2000,10220420,9
Czech Republic,3340360,-155370,2001,10209013,9
Czech Republic,3847970,-159669,2002,10201659,9
Czech Republic,4870520,-204932,2003,10197380,9
Czech Republic,6721950,10664,2004,10194511,9
Czech Republic,7795100,405297,2005,10191762,9
Czech Republic,9511860,450963,2006,10188957,9
Denmark,2130710,-74330,1986,5114105,8
Denmark,2569480,134171,1987,5116737,8
Denmark,2753700,307806,1988,5121853,8
Denmark,2872810,335630,1989,5129576,8
Denmark,3607200,748678,1990,5139947,8
Denmark,3678270,859200,1991,5153137,8
Denmark,4050370,1040490,1992,5169106,8
Denmark,3694780,981599,1993,5187348,8
Denmark,4174080,903544,1994,5207139,8
Denmark,5034820,779454,1995,5227861,8
Denmark,5073470,926349,1996,5249337,8
Denmark,4810290,568548,1997,5271419,8
Denmark,4790780,331896,1998,5293535,8
Denmark,4978660,823825,1999,5315025,8
Denmark,5008390,929970,2000,5335385,8
Denmark,5046630,1043140,2001,5354323,8
Denmark,5547260,1002370,2002,5371803,8
Denmark,6453710,1311560,2003,5387921,8
Denmark,7505020,1242990,2004,5402909,8
Denmark,8266000,1381600,2005,5416945,8
Denmark,9090320,970285,2006,5430033,8
Djibouti,4786,-10552,1991,579743,7
Djibouti,3763,-12488,1992,592354,7
Djibouti,4534,-9426,1993,601295,7
Djibouti,4764,-6934,1994,610875,7
Djibouti,3201,-6009,1995,624154,7
Djibouti,2902,-5863,1996,642074,7
Djibouti,3117,-5784,1997,663462,7
Djibouti,2799,-6690,1998,686726,7
Djibouti,2749,-5919,1999,709404,7
Djibouti,3162,-8449,2000,729736,7
Djibouti,3161,-4852,2001,747302,7
Djibouti,3562,-3061,2002,762775,7
Djibouti,3724,-5224,2003,776784,7
Djibouti,3798,-8787,2004,790344,7
Djibouti,3950,-7324,2005,804206,7
Djibouti,5517,-11902,2006,818508,7
Dominica,4458,-716,1986,71028,2
Dominica,4929,-1121,1987,70377,2
Dominica,5703,-2096,1988,69751,2
Dominica,4630,-4901,1989,69215,2
Dominica,5607,-4450,1990,68819,2
Dominica,5647,-3386,1991,68596,2
Dominica,5531,-2733,1992,68534,2
Dominica,4928,-2981,1993,68581,2
Dominica,4832,-3360,1994,68656,2
Dominica,5027,-3530,1995,68700,2
Dominica,5290,-4253,1996,68697,2
Dominica,5377,-3570,1997,68662,2
Dominica,6319,-2058,1998,68598,2
Dominica,5601,-2379,1999,68521,2
Dominica,5474,-3857,2000,68438,2
Dominica,4439,-4451,2001,68351,2
Dominica,4361,-3292,2002,68253,2
Dominica,4101,-3020,2003,68139,2
Dominica,4255,-4396,2004,67998,2
Dominica,4210,-6992,2005,67827,2
Dominican Republic,72210,-21980,1986,6743702,2
Dominican Republic,71130,-38860,1987,6879912,2
Dominican Republic,88970,-10190,1988,7016889,2
Dominican Republic,92440,-46300,1989,7155087,2
Dominican Republic,73450,-40150,1990,7294812,2
Dominican Republic,65830,-35110,1991,7436175,2
Dominican Republic,56250,-81830,1992,7579032,2
Dominican Republic,321100,-72990,1993,7723110,2
Dominican Republic,345250,-58390,1994,7868004,2
Dominican Republic,377950,-40600,1995,8013383,2
Dominican Republic,405280,-65560,1996,8159165,2
Dominican Republic,461370,-71970,1997,8305325,2
Dominican Republic,498050,-143480,1998,8451659,2
Dominican Republic,513670,-130210,1999,8597936,2
Dominican Republic,573670,-188750,2000,8743983,2
Dominican Republic,527630,-167660,2001,8889627,2
Dominican Republic,516500,-191540,2002,9034837,2
Dominican Republic,547080,9340,2003,9179758,2
Dominican Republic,593590,33860,2004,9324633,2
Dominican Republic,614470,-127800,2005,9469601,2
Dominican Republic,644000,-208430,2006,9614670,2
Ecuador,220000,41500,1986,9332602,3
Ecuador,202100,-26000,1987,9567245,3
Ecuador,220500,45600,1988,9802309,3
Ecuador,235400,55200,1989,10037392,3
Ecuador,272400,74300,1990,10271884,3
Ecuador,285100,29900,1991,10505661,3
Ecuador,310100,70200,1992,10737714,3
Ecuador,313585,-24015,1993,10965505,3
Ecuador,393591,-28270,1994,11185834,3
Ecuador,446831,-51173,1995,11396394,3
Ecuador,492942,49390,1996,11596289,3
Ecuador,536047,-5203,1997,11786016,3
Ecuador,432615,-169490,1998,11966464,3
Ecuador,461549,113643,1999,12139195,3
Ecuador,513723,97462,2000,12305544,3
Ecuador,482130,-92818,2001,12466023,3
Ecuador,525768,-161794,2002,12620880,3
Ecuador,644583,-66383,2003,12770998,3
Ecuador,796775,-66961,2004,12917362,3
Ecuador,1042700,-38744,2005,13060993,3
Egypt,263229,-419200,1986,50370350,7
Egypt,311514,-409471,1987,51573553,7
Egypt,276971,-528286,1988,52780680,7
Egypt,311882,-480182,1989,53972773,7
Egypt,392400,-419550,1990,55136953,7
Egypt,416400,-224800,1991,56266248,7
Egypt,367000,-238200,1992,57365647,7
Egypt,354500,-385000,1993,58449337,7
Egypt,404400,-352800,1994,59538320,7
Egypt,467000,-388000,1995,60648298,7
Egypt,477900,-420300,1996,61783522,7
Egypt,552530,-602140,1997,62940738,7
Egypt,440300,-856500,1998,64119165,7
Egypt,523650,-688610,1999,65315842,7
Egypt,706100,-603100,2000,66528578,7
Egypt,702490,-492890,2001,67757429,7
Egypt,711770,-307050,2002,69003765,7
Egypt,898730,39790,2003,70267864,7
Egypt,1231960,-39910,2004,71550018,7
Egypt,1607300,-361050,2005,72849793,7
Egypt,2054560,-387260,2006,74166496,7
El Salvador,77792,-16436,1986,4818600,2
El Salvador,58960,-31110,1987,4878154,2
El Salvador,61064,-36928,1988,4947481,2
El Salvador,55750,-70386,1989,5025215,2
El Salvador,64387,-65107,1990,5110176,2
El Salvador,58677,-71656,1991,5202634,2
El Salvador,59814,-94991,1992,5302792,2
El Salvador,103177,-101339,1993,5409074,2
El Salvador,125230,-121174,1994,5519363,2
El Salvador,165114,-158351,1995,5631837,2
El Salvador,178744,-133250,1996,5746090,2
El Salvador,243712,-129542,1997,5861628,2
El Salvador,245951,-145448,1998,5976453,2
El Salvador,253430,-153860,1999,6088212,2
El Salvador,296320,-197450,2000,6195276,2
El Salvador,289160,-218290,2001,6296549,2
El Salvador,301970,-210465,2002,6392427,2
El Salvador,315260,-239342,2003,6484686,2
El Salvador,333670,-273938,2004,6576008,2
El Salvador,343200,-307965,2005,6668356,2
Equatorial Guinea,3848,-4396,1987,323859,6
Equatorial Guinea,4464,-5468,1988,329116,6
Equatorial Guinea,3270,-3630,1989,333863,6
Equatorial Guinea,3781,-4662,1990,339702,6
Equatorial Guinea,3734,-6550,1991,346929,6
Equatorial Guinea,4953,-3349,1992,355016,6
Equatorial Guinea,6106,-1951,1993,363799,6
Equatorial Guinea,6199,459,1994,372901,6
Equatorial Guinea,8992,-10201,1995,382057,6
Equatorial Guinea,17531,-29643,1996,391308,6
Eritrea,1640,-26170,1992,3183540,6
Eritrea,4190,-20030,1993,3179894,6
Eritrea,7800,-32870,1994,3185765,6
Eritrea,8600,-36360,1995,3213308,6
Eritrea,9800,-40360,1996,3265771,6
Eritrea,5680,-40960,1997,3340643,6
Eritrea,2809,-58548,1998,3437122,6
Eritrea,2067,-54653,1999,3552543,6
Eritrea,3680,-40203,2000,3684296,6
Estonia,46070,-4767,1992,1525884,9
Estonia,81174,-6966,1993,1495300,9
Estonia,122496,-25134,1994,1464755,9
Estonia,169631,-28691,1995,1438420,9
Estonia,181175,-50056,1996,1417561,9
Estonia,228957,-53271,1997,1401251,9
Estonia,269013,-54575,1998,1388795,9
Estonia,245306,-30543,1999,1378731,9
Estonia,329804,-18180,2000,1369934,9
Estonia,336738,-12988,2001,1362500,9
Estonia,350787,-51854,2002,1356820,9
Estonia,459700,-73634,2003,1352335,9
Estonia,598273,-94511,2004,1348344,9
Estonia,778297,-84485,2005,1344312,9
Estonia,963507,-170538,2006,1339972,9
Ethiopia,47715,-48324,1986,44884423,6
Ethiopia,35521,-58827,1987,46364394,6
Ethiopia,40000,-61440,1988,47888980,6
Ethiopia,44381,-40827,1989,49479195,6
Ethiopia,29198,-67430,1990,51147738,6
Ethiopia,16763,-31928,1991,52897468,6
Ethiopia,16988,-92353,1992,54714087,6
Ethiopia,19884,-52892,1993,56572862,6
Ethiopia,37196,-56949,1994,58440617,6
Ethiopia,42301,-67807,1995,60293468,6
Ethiopia,41747,-55791,1996,62122480,6
Ethiopia,58827,-41686,1997,63933868,6
Ethiopia,56034,-86346,1998,65737878,6
Ethiopia,46735,-91251,1999,67551604,6
Ethiopia,48606,-62872,2000,69388437,6
Ethiopia,45555,-117164,2001,71249765,6
Ethiopia,48023,-96977,2002,73133619,6
Ethiopia,49638,-134558,2003,75046409,6
Ethiopia,67830,-204301,2004,76995400,6
Ethiopia,91735,-296520,2005,78985857,6
Ethiopia,102466,-307763,2006,81020611,6
Euro Area,87806000,11533000,1998,450110000,11
Euro Area,86734100,6061520,1999,450898000,11
Euro Area,90787600,921682,2000,452114000,11
Euro Area,92086200,6179020,2001,453202000,11
Euro Area,99820100,13820600,2002,454888000,11
Euro Area,117277000,14437100,2003,456998000,11
Euro Area,140834000,16650500,2004,459244000,11
Euro Area,152590000,10168000,2005,461603000,11
Euro Area,175127000,8756690,2006,463646188,11
Faeroe Islands,44217,2956,1998,45130,10
Faeroe Islands,47210,-2190,1999,45820,10
Faeroe Islands,47678,-8101,2000,46414,10
Faeroe Islands,51616,-1109,2001,46880,10
Faeroe Islands,53735,499,2002,47261,10
Faeroe Islands,59374,-15917,2003,47580,10
Fiji,27584,211,1986,715232,12
Fiji,32849,3215,1987,718012,12
Fiji,37287,4523,1988,718778,12
Fiji,37712,2683,1989,720031,12
Fiji,41555,-6652,1990,723560,12
Fiji,36257,-4833,1991,729956,12
Fiji,34976,-3946,1992,738614,12
Fiji,37093,-12181,1993,748677,12
Fiji,49019,-6079,1994,758783,12
Fiji,51964,-7630,1995,767936,12
Fiji,67220,3192,1996,775950,12
Fiji,53564,-2092,1997,783156,12
Fiji,42892,-3438,1998,789680,12
Fiji,53771,1975,1999,795788,12
Finland,1629080,97668,1986,4921233,8
Finland,1952590,32434,1987,4937146,8
Finland,2220200,-47392,1988,4951716,8
Finland,2324920,-237075,1989,4967556,8
Finland,2653100,-227591,1990,4986443,8
Finland,2309790,-114521,1991,5009090,8
Finland,2410140,108848,1992,5034590,8
Finland,2358730,422469,1993,5061144,8
Finland,2988080,587788,1994,5086157,8
Finland,4055800,1026790,1995,5107802,8
Finland,4072500,962685,1996,5125475,8
Finland,4114820,994892,1997,5139878,8
Finland,4339340,1142150,1998,5152065,8
Finland,4198300,1107470,1999,5163660,8
Finland,4570320,1297260,2000,5175871,8
Finland,4297960,1375960,2001,5188928,8
Finland,4486240,1520890,2002,5202513,8
Finland,5273960,1441260,2003,5216632,8
Finland,6113890,1565520,2004,5231167,8
Finland,6545100,1136700,2005,5246004,8
Finland,7751630,1356590,2006,5261243,8
France,12053300,870326,1986,55572106,8
France,14300400,260697,1987,55858602,8
France,16159000,303132,1988,56145925,8
France,17218600,329259,1989,56437539,8
France,20893000,215144,1990,56735106,8
France,20917200,669575,1991,57042650,8
France,22744200,2148950,1992,57357374,8
France,19904400,2435710,1993,57666250,8
France,23081100,2509550,1994,57951642,8
France,27862700,2897120,1995,58202656,8
France,28184600,3118940,1996,58411051,8
France,28607100,4352500,1997,58585091,8
France,30302500,4217070,1998,58750431,8
France,29987500,3607690,1999,58942772,8
France,29755700,1662520,2000,59186798,8
France,29418100,2126760,2001,59492212,8
France,30720100,2482450,2002,59848615,8
France,36193000,1934740,2003,60235845,8
France,42110600,947519,2004,60623898,8
France,43990000,-1531300,2005,60990544,8
France,48311200,-2721160,2006,61329898,8
Gabon,107419,-66404,1986,811831,6
Gabon,128637,-8299,1987,837286,6
Gabon,119558,-19369,1988,863613,6
Gabon,162601,26253,1989,890558,6
Gabon,248875,91866,1990,917896,6
Gabon,222788,80926,1991,945536,6
Gabon,225923,79564,1992,973390,6
Gabon,232623,76952,1993,1001241,6
Gabon,236525,98144,1994,1028838,6
Gabon,272782,122237,1995,1055984,6
Gabon,333416,168859,1996,1082577,6
Gabon,303271,128226,1997,1108567,6
Gabon,190761,-2700,1998,1133882,6
Gabon,249883,100224,1999,1158462,6
Gabon,332063,184280,2000,1182278,6
Gabon,261377,122485,2001,1205305,6
Gabon,255551,94793,2002,1227561,6
Gabon,317849,146849,2003,1249131,6
Gabon,407157,207313,2004,1270136,6
Gambia,6487,-1249,1986,824989,6
Gambia,7451,-1538,1987,857122,6
Gambia,8305,-883,1988,891000,6
Gambia,10019,-1004,1989,926218,6
Gambia,11062,-2424,1990,962473,6
Gambia,14287,-3383,1991,999635,6
Gambia,14694,-1689,1992,1037763,6
Gambia,15702,-5243,1993,1076967,6
Gambia,12496,-3323,1994,1117431,6
Gambia,12295,-5511,1995,1159255,6
Gambia,11874,-7417,1996,1202420,6
Gambia,11960,-5281,1997,1246755,6
Gambia,7762,-3117,2003,1524061,6
Gambia,10915,-7067,2004,1570673,6
Gambia,10098,-8030,2005,1617029,6
Georgia,37650,-83810,1997,4886544,9
Georgia,29990,-67450,1998,4828544,9
Georgia,32950,-54100,1999,4774327,9
Georgia,45900,-52140,2000,4720061,9
Georgia,49610,-47230,2001,4665815,9
Georgia,60333,-44683,2002,4613639,9
Georgia,83055,-57853,2003,4563848,9
Georgia,109211,-84825,2004,4516981,9
Georgia,147244,-113457,2005,4473409,9
Georgia,166653,-184545,2006,4432981,9
Germany,24120500,4626290,1986,77853775,8
Germany,29050800,5533970,1987,78144248,8
Germany,32211000,6028800,1988,78530129,8
Germany,34010100,5976870,1989,78970912,8
Germany,41101000,4612500,1990,79433024,8
Germany,40398400,-646826,1991,79912954,8
Germany,43048100,-811397,1992,80408428,8
Germany,38267700,298571,1993,80888113,8
Germany,43054500,467778,1994,81314389,8
Germany,52358400,1175960,1995,81660965,8
Germany,52257900,1900260,1996,81910815,8
Germany,51002200,2339820,1997,82070023,8
Germany,54137900,2582560,1998,82164693,8
Germany,53737000,1170000,1999,82234660,8
Germany,54328500,136078,2000,82308801,8
Germany,56367000,3421240,2001,82395462,8
Germany,60977900,8374110,2002,82485207,8
Germany,74480600,9556750,2003,82568070,8
Germany,90344700,13608700,2004,82627591,8
Germany,97818000,13877000,2005,82652369,8
Germany,113136000,15239000,2006,82640853,8
Ghana,74930,-17172,1986,13904758,6
Ghana,82680,-29530,1987,14319372,6
Ghana,88100,-30370,1988,14729594,6
Ghana,80820,-39840,1989,15146922,6
Ghana,89680,-52230,1990,15579322,6
Ghana,99770,-55456,1991,16028299,6
Ghana,98630,-74110,1992,16489317,6
Ghana,106360,-96500,1993,16957281,6
Ghana,123770,-61550,1994,17424882,6
Ghana,143120,-53770,1995,17886989,6
Ghana,157000,-64865,1996,18341409,6
Ghana,148986,-95767,1997,18790077,6
Ghana,209080,-111933,1998,19236979,6
Ghana,200550,-145260,1999,19688080,6
Ghana,193630,-90980,2000,20147515,6
Ghana,186710,-117580,2001,20616701,6
Ghana,201520,-75782,2002,21093717,6
Ghana,256240,-94020,2003,21575356,6
Ghana,270446,-194898,2004,22056906,6
Ghana,280221,-274116,2005,22535010,6
Greece,458600,-273600,1986,9973096,8
Greece,569900,-282900,1987,10008452,8
Greece,601500,-309700,1988,10046643,8
Greece,607400,-491400,1989,10095596,8
Greece,645800,-654600,1990,10160502,8
Greece,691100,-599270,1991,10244274,8
Greece,607600,-656500,1992,10344209,8
Greece,511200,-580600,1993,10452808,8
Greece,533800,-583400,1994,10559277,8
Greece,591800,-918800,1995,10655555,8
Greece,589000,-1039500,1996,10739565,8
Greece,557600,-1073800,1997,10812919,8
Greece,854470,-1069580,1999,10929281,8
Greece,1020150,-1228640,2000,10974638,8
Greece,1061500,-1121990,2001,11011024,8
Greece,986538,-1113210,2002,11038400,8
Greece,1257780,-1257270,2003,11059778,8
Greece,1573900,-1255580,2004,11079234,8
Greece,1763100,-1509600,2005,11099737,8
Greece,2030040,-2488910,2006,11122512,8
Grenada,2896,-3066,1986,100045,2
Grenada,3225,-3532,1987,99275,2
Grenada,3318,-3371,1988,97928,2
Grenada,3111,-4330,1989,96642,2
Grenada,2928,-4571,1990,95879,2
Grenada,2572,-5249,1991,95775,2
Grenada,2352,-3906,1992,96175,2
Grenada,2274,-4890,1993,96908,2
Grenada,2524,-3395,1994,97695,2
Grenada,2457,-4448,1995,98331,2
Grenada,2496,-6156,1996,98764,2
Grenada,3280,-7245,1997,99076,2
Grenada,4594,-8746,1998,99365,2
Grenada,7429,-4642,1999,99777,2
Grenada,8296,-7440,2000,100411,2
Grenada,6360,-8484,2001,101307,2
Grenada,4141,-9950,2002,102398,2
Grenada,4554,-12989,2003,103540,2
Grenada,3298,-14028,2004,104533,2
Grenada,3927,-21987,2005,105237,2
Guatemala,104380,12170,1986,8124072,2
Guatemala,97790,-45650,1987,8314777,2
Guatemala,107330,-46200,1988,8507848,2
Guatemala,112610,-43750,1989,8705022,2
Guatemala,121140,-24420,1990,8907610,2
Guatemala,123000,-34060,1991,9116348,2
Guatemala,128370,-95540,1992,9331078,2
Guatemala,136320,-94650,1993,9551166,2
Guatemala,155010,-94390,1994,9775568,2
Guatemala,215750,-90410,1995,10003737,2
Guatemala,223690,-74410,1996,10235377,2
Guatemala,260290,-100150,1997,10471416,2
Guatemala,284690,-156070,1998,10713998,2
Guatemala,278060,-153630,1999,10965985,2
Guatemala,308510,-170530,2000,11229405,2
Guatemala,285980,-216526,2001,11505139,2
Guatemala,281892,-289276,2002,11792579,2
Guatemala,305987,-318318,2003,12090411,2
Guatemala,336759,-393722,2004,12396581,2
Guatemala,538093,-462268,2005,12709564,2
Guatemala,602516,-533049,2006,13028572,2
Guinea,50664,215,1986,5326724,6
Guinea,54464,6397,1987,5475536,6
Guinea,51187,-17696,1988,5638116,6
Guinea,59557,-9209,1989,5822502,6
Guinea,67121,-12434,1990,6033225,6
Guinea,68713,-21091,1991,6273954,6
Guinea,51715,-25403,1992,6539721,6
Guinea,56110,-16956,1993,6815752,6
Guinea,51567,-38285,1994,7081776,6
Guinea,58275,-31085,1995,7323222,6
Guinea,63653,-18685,1996,7535132,6
Guinea,63007,-9333,1997,7721695,6
Guinea,69300,-15092,1998,7888872,6
Guinea,63567,-19725,1999,8046578,6
Guinea,66634,-13767,2000,8202628,6
Guinea,73105,-4699,2001,8358572,6
Guinea,70859,-20010,2002,8513599,6
Guinea,60926,-20861,2003,8670641,6
Guinea,72555,-15273,2004,8832767,6
Guinea-Bissau,970,-5590,1986,913637,6
Guinea-Bissau,1540,-4460,1987,936390,6
Guinea-Bissau,1590,-6010,1988,960920,6
Guinea-Bissau,1420,-7566,1989,987595,6
Guinea-Bissau,1926,-6208,1990,1016620,6
Guinea-Bissau,2044,-6138,1991,1048383,6
Guinea-Bissau,647,-9305,1992,1082765,6
Guinea-Bissau,1596,-4924,1993,1118835,6
Guinea-Bissau,3321,-4209,1994,1155277,6
Guinea-Bissau,2390,-5966,1995,1191187,6
Guinea-Bissau,2161,-5748,1996,1226179,6
Guinea-Bissau,4886,-3178,1997,1260648,6
Guinea-Bissau,6288,-2464,2001,1411959,6
Guinea-Bissau,5438,-2511,2002,1455881,6
Guinea-Bissau,6501,-3055,2003,1501794,6
Guinea-Bissau,7576,-4373,2004,1548975,6
Guyana,38170,-9497,1992,731987,3
Guyana,41550,-10108,1993,734806,3
Guyana,46340,-8076,1994,737443,3
Guyana,49570,-7916,1995,738966,3
Guyana,57230,880,1996,739025,3
Guyana,59060,-1700,1997,737948,3
Guyana,54510,-3990,1998,736291,3
Guyana,52230,-2750,1999,734911,3
Guyana,50290,-7110,2000,734397,3
Guyana,48540,-7600,2001,734917,3
Guyana,49010,-4730,2002,736174,3
Guyana,50800,-3260,2003,737741,3
Guyana,58400,-5450,2004,738992,3
Guyana,54560,-22380,2005,739472,3
Haiti,19078,-18142,1986,6531740,2
Haiti,21012,-18130,1987,6676071,2
Haiti,18038,-20612,1988,6820327,2
Haiti,14826,-21136,1989,6964772,2
Haiti,26580,-19660,1990,7109594,2
Haiti,16658,-30772,1991,7254503,2
Haiti,7340,-13584,1992,7399228,2
Haiti,8027,-17463,1993,7544052,2
Haiti,6029,-16839,1994,7689405,2
Haiti,8830,-60930,1995,7835565,2
Haiti,8252,-59031,1996,7982751,2
Haiti,20540,-51200,1997,8130767,2
Haiti,29477,-56674,1998,8278984,2
Haiti,34326,-72086,1999,8426524,2
Haiti,33170,-86502,2000,8572836,2
Haiti,30522,-87167,2001,8717583,2
Haiti,27442,-82761,2002,8861147,2
Haiti,33317,-94766,2003,9004561,2
Haiti,37769,-103492,2004,9149270,2
Haiti,45885,-116268,2005,9296291,2
Honduras,90210,-6640,1986,4359065,3
Honduras,83050,-12368,1987,4489360,3
Honduras,88945,-11505,1988,4621725,3
Honduras,91120,-12530,1989,4755795,3
Honduras,89520,-9430,1990,4891157,3
Honduras,84060,-12360,1991,5027836,3
Honduras,83930,-19210,1992,5165455,3
Honduras,99960,-27430,1993,5302744,3
Honduras,110150,-31820,1994,5438089,3
Honduras,137720,-21750,1995,5570396,3
Honduras,163840,-33190,1996,5699197,3
Honduras,185650,-31990,1997,5824946,3
Honduras,204790,-39230,1998,5948648,3
Honduras,175630,-78160,1999,6071802,3
Honduras,201160,-78732,2000,6195604,3
Honduras,193538,-97330,2001,6320323,3
Honduras,197714,-91526,2002,6445942,3
Honduras,209014,-104168,2003,6573055,3
Honduras,242060,-135740,2004,6702291,3
Honduras,274940,-162136,2005,6834110,3
Honduras,304340,-225944,2006,6968687,3
Hungary,919798,-44901,1986,10533787,9
Hungary,996710,24602,1987,10484994,9
Hungary,998895,40299,1988,10437192,9
Hungary,1049290,67590,1989,10395900,9
Hungary,915126,101870,1990,10364840,9
Hungary,968753,89219,1991,10346394,9
Hungary,1009660,75348,1992,10339149,9
Hungary,811874,-380494,1993,10338252,9
Hungary,764822,-355705,1994,10336581,9
Hungary,1461860,-15169,1995,10328967,9
Hungary,1596630,21325,1996,10313830,9
Hungary,1928390,41597,1997,10292701,9
Hungary,2369820,-68215,1998,10267283,9
Hungary,2560770,-131697,1999,10240458,9
Hungary,2876170,-178662,2000,10214329,9
Hungary,3108050,-75873,2001,10189186,9
Hungary,3479210,-155057,2002,10164200,9
Hungary,4294260,-321738,2003,10139079,9
Hungary,5568860,-272037,2004,10113270,9
Hungary,6224500,-88738,2005,10086387,9
Hungary,7350880,79274,2006,10058432,9
Iceland,109680,17640,1986,244123,10
Iceland,137610,-2010,1987,246836,10
Iceland,142540,-1800,1988,249524,10
Iceland,140150,15630,1989,252178,10
Iceland,158854,8343,1990,254793,10
Iceland,155143,-7934,1991,257360,10
Iceland,152896,219,1992,259882,10
Iceland,139854,19017,1993,262386,10
Iceland,156004,31374,1994,264908,10
Iceland,180372,25492,1995,267478,10
Iceland,188978,4590,1996,270096,10
Iceland,185464,4650,1997,272756,10
Iceland,192736,-36321,1998,275468,10
Iceland,200902,-40392,1999,278243,10
Iceland,190192,-59455,2000,281085,10
Iceland,201582,-6271,2001,284002,10
Iceland,223982,14418,2002,286981,10
Iceland,238566,-33548,2003,289971,10
Iceland,289595,-73475,2004,292905,10
Iceland,310737,-200125,2005,295732,10
Iceland,347700,-298425,2006,298429,10
India,1024800,-615552,1986,788442870,5
India,1188400,-704263,1987,805998670,5
India,1351000,-811153,1988,823799168,5
India,1614390,-784425,1989,841864119,5
India,1828600,-661556,1990,860195242,5
India,1809490,-401156,1991,878789217,5
India,2001940,-471217,1992,897599210,5
India,2201590,-348205,1993,916529257,5
India,2552250,-631172,1994,935455492,5
India,3123850,-1021190,1995,954281733,5
India,3373730,-1398430,1996,972968477,5
India,3570210,-1336010,1997,991513482,5
India,3407570,-1360100,1998,1009905233,5
India,3687730,-1144120,1999,1028145152,5
India,4324660,-923832,2000,1046235394,5
India,4479320,-918094,2001,1064156218,5
